Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Stim_Type,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Text_Ctx2.started,Instr_CR_Text_Ctx2.stopped,Instr_CR_Press_Ctx2.keys,Instr_CR_Press_Ctx2.rt,Instr_CR_Press_Ctx2.started,Instr_CR_Press_Ctx2.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,15,1.8,1,1,,1,,,,,,,,,,,,374.4431040000636,None,374.4431040000636,None,374.7628552999813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,373.52615400007926,373.52615400007926,373.52615400007926,None,373.52615400007926,None,u,1,0.8504513001535088,373.52615400007926,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,16,1.8,1,1,,1,,,,,,,,,,,,375.72998009994626,None,375.72998009994626,None,376.05133950011805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,374.981060200138,374.981060200138,374.981060200138,None,374.981060200138,None,h,1,0.675432400079444,374.981060200138,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,17,1.8,1,1,,1,,,,,,,,,,,,377.102715899935,None,377.102715899935,None,377.42547430004925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,376.28914210014045,376.28914210014045,376.28914210014045,None,376.28914210014045,None,u,1,0.7435117999557406,376.28914210014045,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,18,1.8,1,1,,1,,,,,,,,,,,,378.66151340003125,None,378.66151340003125,None,378.9754624001216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,377.6424694999587,377.6424694999587,377.6424694999587,None,377.6424694999587,None,i,1,0.9504519000183791,377.6424694999587,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,19,1.8,1,1,,1,,,,,,,,,,,,380.02983819996007,None,380.02983819996007,None,380.34142419998534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,379.1935970999766,379.1935970999766,379.1935970999766,None,379.1935970999766,None,l,1,0.767590899951756,379.1935970999766,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,20,1.8,1,1,,1,,,,,,,,,,,,381.18144050007686,None,381.18144050007686,None,382.19399680010974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,380.56026579998434,380.56026579998434,380.56026579998434,None,380.56026579998434,None,h,0,0.5528371999971569,380.56026579998434,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,20,1.8,1,1,,1,,,,,,,,,,,,382.94481280003674,None,382.94481280003674,None,383.2714754000772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,1,0,382.40930390008725,382.40930390008725,382.40930390008725,None,382.40930390008725,None,u,1,0.47128330008126795,382.40930390008725,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,21,1.8,1,1,,1,,,,,,,,,,,,383.9830829000566,None,383.9830829000566,None,384.303197799949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,383.4986010999419,383.4986010999419,383.4986010999419,None,383.4986010999419,None,u,1,0.39861400006338954,383.4986010999419,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,22,1.8,1,1,,1,,,,,,,,,,,,386.94902670010924,None,386.94902670010924,None,387.26092329993844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,384.5354043999687,384.5354043999687,384.5354043999687,None,384.5354043999687,None,i,1,2.3451468001585454,384.5354043999687,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,25,0,25,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,23,1.8,1,1,,1,,,,,,,,,,,,388.21082020015456,None,388.21082020015456,None,388.52957609994337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,387.4767261000816,387.4767261000816,387.4767261000816,None,387.4767261000816,None,h,1,0.6678546001203358,387.4767261000816,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,26,0,26,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,24,1.8,1,1,,1,,,,,,,,,,,,389.42854490014724,None,389.42854490014724,None,389.74336430011317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,388.7512662000954,388.7512662000954,388.7512662000954,None,388.7512662000954,None,i,1,0.6096365998964757,388.7512662000954,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,27,0,27,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,25,1.8,1,1,,1,,,,,,,,,,,,390.92708200006746,None,390.92708200006746,None,391.2541867000982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,389.95967220002785,389.95967220002785,389.95967220002785,None,389.95967220002785,None,h,1,0.8974009000230581,389.95967220002785,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,28,0,28,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,26,1.8,1,1,,1,,,,,,,,,,,,391.97900740010664,None,391.97900740010664,None,392.29265039996244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,391.4761179999914,391.4761179999914,391.4761179999914,None,391.4761179999914,None,l,1,0.4283543999772519,391.4761179999914,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,29,0,29,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,27,1.8,1,1,,1,,,,,,,,,,,,392.96263390011154,None,392.96263390011154,None,393.2782286000438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,392.52561999997124,392.52561999997124,392.52561999997124,None,392.52561999997124,None,l,1,0.36305880011059344,392.52561999997124,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,30,0,30,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,28,1.8,1,1,,1,,,,,,,,,,,,394.296098300023,None,394.296098300023,None,394.61195749999024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,393.49417850002646,393.49417850002646,393.49417850002646,None,393.49417850002646,None,h,1,0.7394929998554289,393.49417850002646,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,31,0,31,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,29,1.8,1,1,,1,,,,,,,,,,,,395.6709517999552,None,395.6709517999552,None,395.99356590001844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,394.8375067000743,394.8375067000743,394.8375067000743,None,394.8375067000743,None,i,1,0.739243300165981,394.8375067000743,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,32,0,32,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,30,1.8,1,1,,1,,,,,,,,,,,,396.8068846000824,None,396.8068846000824,None,397.1301210001111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,396.22010120004416,396.22010120004416,396.22010120004416,None,396.22010120004416,None,u,1,0.492466599913314,396.22010120004416,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,33,0,33,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,31,1.8,1,1,,1,,,,,,,,,,,,398.2304791000206,None,398.2304791000206,None,398.54086129995994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,397.3437316000927,397.3437316000927,397.3437316000927,None,397.3437316000927,None,l,1,0.8249034001491964,397.3437316000927,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,34,0,34,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,32,1.8,1,1,,1,,,,,,,,,,,,399.44582800008357,None,399.44582800008357,None,399.7727153999731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,398.77103219996206,398.77103219996206,398.77103219996206,None,398.77103219996206,None,l,1,0.6058378000743687,398.77103219996206,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,35,0,35,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,33,1.8,1,1,,1,,,,,,,,,,,,402.6411314001307,None,402.6411314001307,None,403.66854250011966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,399.9955575999338,399.9955575999338,399.9955575999338,None,399.9955575999338,None,h,0,2.5731281999032944,399.9955575999338,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,36,0,36,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,33,1.8,1,1,,1,,,,,,,,,,,,404.4736196999438,None,404.4736196999438,None,404.8082115999423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,1,0,403.8927293999586,403.8927293999586,403.8927293999586,None,403.8927293999586,None,u,1,0.4999400000087917,403.8927293999586,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,37,0,37,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,34,1.8,1,1,,1,,,,,,,,,,,,406.03047300013714,None,406.03047300013714,None,406.3441405999474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,405.0294250000734,405.0294250000734,405.0294250000734,None,405.0294250000734,None,i,1,0.9399206999223679,405.0294250000734,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,38,0,38,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,35,1.8,1,1,,1,,,,,,,,,,,,414.9064295999706,None,414.9064295999706,None,415.22614219994284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,406.5595379001461,406.5595379001461,406.5595379001461,None,406.5595379001461,None,h,1,8.249040100025013,406.5595379001461,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,39,0,39,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,36,1.8,1,1,,1,,,,,,,,,,,,416.3772960000206,None,416.3772960000206,None,416.7160624000244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,415.46769790002145,415.46769790002145,415.46769790002145,None,415.46769790002145,None,l,1,0.8369865000713617,415.46769790002145,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,40,0,40,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,37,1.8,1,1,,1,,,,,,,,,,,,417.9006445000414,None,417.9006445000414,None,418.219346600119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,416.92939690011553,416.92939690011553,416.92939690011553,None,416.92939690011553,None,h,1,0.8710149000398815,416.92939690011553,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,41,0,41,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,38,1.8,1,1,,1,,,,,,,,,,,,419.5606828001328,None,419.5606828001328,None,419.88810310000554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,418.4443402001634,418.4443402001634,418.4443402001634,None,418.4443402001634,None,i,1,1.0046540000475943,418.4443402001634,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,CR,0,39,1.8,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
