Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,0,h,RT,0,2,0.7305748507942749,2,1,,,,,,,,,,,,,104.8420120999217,None,104.8420120999217,None,105.1523097997997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,103.91918099997565,103.91918099997565,103.91918099997565,None,103.91918099997565,None,h,1,0.8866986001376063,103.91918099997565,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,1,i,RT,0,3,0.39002284448216473,2,1,,,,,,,,,,,,,106.80847229994833,None,106.80847229994833,None,107.81932399980724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,105.35249329986982,105.35249329986982,105.35249329986982,None,105.35249329986982,None,l,0,1.4293150000739843,105.35249329986982,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,3,i,RT,0,0,0.7741137920670089,3,1,,,,,,,,,,,,,110.20529949991032,None,110.20529949991032,None,111.21928539988585,None,,,,,,,108.02102269977331,None,i,0.721408799989149,108.02102269977331,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,108.76915379986167,108.76915379986167,108.76915379986167,None,108.76915379986167,None,l,0,1.4130011999513954,108.76915379986167,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,1,l,RT,0,1,0.2093892940015485,3,1,,,,,,,,,,,,,112.45162680000067,None,112.45162680000067,None,113.4536131999921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,111.42042209999636,111.42042209999636,111.42042209999636,None,111.42042209999636,None,u,0,0.9938073998782784,111.42042209999636,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,1,l,RT,0,2,0.2118844837246019,3,1,,,,,,,,,,,,,114.33847229997627,None,114.33847229997627,None,115.3555680999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,113.66931649995968,113.66931649995968,113.66931649995968,None,113.66931649995968,None,i,0,0.6488177001010627,113.66931649995968,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,3,i,RT,0,3,0.8120122524958503,3,1,,,,,,,,,,,,,116.7899796999991,None,116.7899796999991,None,117.80265039997175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,115.56930979993194,115.56930979993194,115.56930979993194,None,115.56930979993194,None,u,0,1.1973091999534518,115.56930979993194,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,2,l,RT,0,0,1.0248528625802946,4,1,,,,,,,,,,,,,120.23159859981388,None,120.23159859981388,None,121.23572539980523,None,,,,,,,118.02822889992967,None,h,0.6016067999880761,118.02822889992967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,118.65387469995767,118.65387469995767,118.65387469995767,None,118.65387469995767,None,u,0,1.5439019999466836,118.65387469995767,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,0,h,RT,0,1,0.2003232510289017,4,1,,,,,,,,,,,,,122.22700829990208,None,122.22700829990208,None,122.53593329992145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,121.43600129988045,121.43600129988045,121.43600129988045,None,121.43600129988045,None,h,1,0.7375350999645889,121.43600129988045,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,1,i,RT,0,2,0.1057407346332877,4,1,,,,,,,,,,,,,123.99113139999099,None,123.99113139999099,None,124.30354889994487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,122.73655869998038,122.73655869998038,122.73655869998038,None,122.73655869998038,None,i,1,1.221580300014466,122.73655869998038,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,1,i,RT,0,3,0.753880093847852,4,1,,,,,,,,,,,,,125.0713897999376,None,125.0713897999376,None,125.38608719990589,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,124.51923589990474,124.51923589990474,124.51923589990474,None,124.51923589990474,None,i,1,0.5028003000188619,124.51923589990474,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
