Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,12,0.7665424913855363,1,1,,,,,,,,,,,,,101.05061680008657,None,101.05061680008657,None,101.35994739993475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,100.56491059996188,100.56491059996188,100.56491059996188,None,100.56491059996188,None,u,1,0.4056129001546651,100.56491059996188,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,l,RT,0,0,1.1966187459206359,1,1,,,,,,,,,,,,,106.77706540003419,None,106.77706540003419,None,107.78423579991795,None,,,,,,,103.09792919992469,None,h,0.8174803999718279,103.09792919992469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,103.95000399998389,103.95000399998389,103.95000399998389,None,103.95000399998389,None,h,0,2.7968701000791043,103.95000399998389,None,,,,,,,101.56922270008363,None,h,1.4895132000092417,101.56922270008363,None,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,3,l,RT,0,1,0.2001757505386792,1,1,,,,,,,,,,,,,108.94488759990782,None,108.94488759990782,None,109.25096599990502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,107.98460539989173,107.98460539989173,107.98460539989173,None,107.98460539989173,None,l,1,0.9225796000100672,107.98460539989173,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,1,i,RT,0,2,1.132249656665886,1,1,,,,,,,,,,,,,110.9702717999462,None,110.9702717999462,None,111.98425620002672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,109.45124169997871,109.45124169997871,109.45124169997871,None,109.45124169997871,None,u,0,1.4877920998260379,109.45124169997871,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,0,h,RT,0,3,1.2718353651654366,1,1,,,,,,,,,,,,,113.18185749999247,None,113.18185749999247,None,113.48779830010608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,112.18459310010076,112.18459310010076,112.18459310010076,None,112.18459310010076,None,h,1,0.9620967002119869,112.18459310010076,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,2,u,RT,0,4,0.6627519812923994,1,1,,,,,,,,,,,,,115.04084999999031,None,115.04084999999031,None,115.35117019992322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,113.70119219995104,113.70119219995104,113.70119219995104,None,113.70119219995104,None,u,1,1.3093274000566453,113.70119219995104,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,3,h,RT,0,0,0.5246979812464247,2,1,,,,,,,,,,,,,119.46396369999275,None,119.46396369999275,None,120.46763140009716,None,,,,,,,115.55205540009774,None,h,2.0027158001903445,115.55205540009774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,117.57779089990072,117.57779089990072,117.57779089990072,None,117.57779089990072,None,l,0,1.8487522001378238,117.57779089990072,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,u,RT,0,1,0.8567052404056672,2,1,,,,,,,,,,,,,123.40848609991372,None,123.40848609991372,None,124.4184328999836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,120.6675821999088,120.6675821999088,120.6675821999088,None,120.6675821999088,None,h,0,2.711046499898657,120.6675821999088,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,3,h,RT,0,2,0.4936904453927915,2,1,,,,,,,,,,,,,125.31388409994543,None,125.31388409994543,None,126.3203869999852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,124.61790310009383,124.61790310009383,124.61790310009383,None,124.61790310009383,None,u,0,0.6566775001119822,124.61790310009383,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,2,i,RT,0,3,0.009030660174320637,2,1,,,,,,,,,,,,,127.16216520010494,None,127.16216520010494,None,127.46790760010481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,126.5384263000451,126.5384263000451,126.5384263000451,None,126.5384263000451,None,i,1,0.5682765999808908,126.5384263000451,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,0,l,RT,0,4,0.2821297892625072,2,1,,,,,,,,,,,,,128.45397519995458,None,128.45397519995458,None,129.46799880010076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,127.66934529994614,127.66934529994614,127.66934529994614,None,127.66934529994614,None,h,0,0.7650781001430005,127.66934529994614,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,0,h,RT,0,0,0.5159644324480124,3,1,,,,,,,,,,,,,131.78782569989562,None,131.78782569989562,None,132.8014217999298,None,,,,,,,129.67144210007973,None,l,0.6755644001532346,129.67144210007973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,130.36792319989763,130.36792319989763,130.36792319989763,None,130.36792319989763,None,u,0,1.3866588999517262,130.36792319989763,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,3,l,RT,0,1,1.2404519371185563,3,1,,,,,,,,,,,,,133.65648410003632,None,133.65648410003632,None,134.66814449988306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,133.00179179990664,133.00179179990664,133.00179179990664,None,133.00179179990664,None,h,0,0.6326941999141127,133.00179179990664,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,2,u,RT,0,2,0.6361342246522863,3,1,,,,,,,,,,,,,136.72070740000345,None,136.72070740000345,None,137.73659479990602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,134.87038600002415,134.87038600002415,134.87038600002415,None,134.87038600002415,None,i,0,1.8040502001531422,134.87038600002415,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,0,h,RT,0,3,1.208366822717504,3,1,,,,,,,,,,,,,139.26006900006905,None,139.26006900006905,None,140.26966089988127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,137.9540140000172,137.9540140000172,137.9540140000172,None,137.9540140000172,None,l,0,1.2805758998729289,137.9540140000172,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,2,u,RT,0,4,0.6624802369099694,3,1,,,,,,,,,,,,,141.37706839991733,None,141.37706839991733,None,141.68844690010883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,140.47022269992158,140.47022269992158,140.47022269992158,None,140.47022269992158,None,u,1,0.8763258999679238,140.47022269992158,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,1,u,RT,0,0,0.36992084293570193,4,1,,,,,,,,,,,,,143.9922497998923,None,143.9922497998923,None,144.30143240001053,None,,,,,,,141.90370710007846,None,h,0.6206215000711381,141.90370710007846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,142.55140129989013,142.55140129989013,142.55140129989013,None,142.55140129989013,None,u,1,1.4031131998635828,142.55140129989013,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,2,i,RT,0,1,0.22435442664770666,4,1,,,,,,,,,,,,,145.32472650008276,None,145.32472650008276,None,145.63488400005735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,144.50143749988638,144.50143749988638,144.50143749988638,None,144.50143749988638,None,i,1,0.7972079000901431,144.50143749988638,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,0,l,RT,0,2,0.582155803699214,4,1,,,,,,,,,,,,,146.5373249000404,None,146.5373249000404,None,147.5538985999301,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,145.8348282999359,145.8348282999359,145.8348282999359,None,145.8348282999359,None,h,0,0.6715128000359982,145.8348282999359,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,1,u,RT,0,3,0.16350154919007331,4,1,,,,,,,,,,,,,148.58911819988862,None,148.58911819988862,None,148.90153999999166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,147.76840869989246,147.76840869989246,147.76840869989246,None,147.76840869989246,None,u,1,0.7703813000116497,147.76840869989246,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,3,h,RT,0,4,0.8343245117697071,4,1,,,,,,,,,,,,,149.64231849997304,None,149.64231849997304,None,149.95155670004897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,149.1170151999686,149.1170151999686,149.1170151999686,None,149.1170151999686,None,h,1,0.4933352000080049,149.1170151999686,None,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0105,Context_Learning_new,2020.1.3,59.94186833817558,
