Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,i,RT,0,0,0.12131214509519861,1,1,,,,,,,,,,,,,104.64251390006393,None,104.64251390006393,None,105.65554559999146,None,,,,,,,101.87332420004532,None,h,0.9729234001133591,101.87332420004532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,102.88092379993759,102.88092379993759,102.88092379993759,None,102.88092379993759,None,u,0,1.7330006998963654,102.88092379993759,None,,,,,,,99.05993789993227,None,h,2.7779781999997795,99.05993789993227,None,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,0,h,RT,0,1,0.9113018195358813,1,1,,,,,,,,,,,,,107.51316500012763,None,107.51316500012763,None,107.8205441001337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,105.87051529996097,105.87051529996097,105.87051529996097,None,105.87051529996097,None,h,1,1.5913175998721272,105.87051529996097,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,3,l,RT,0,2,0.27514024977799756,1,1,,,,,,,,,,,,,109.00597700010985,None,109.00597700010985,None,109.32063500001095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,108.02049349993467,108.02049349993467,108.02049349993467,None,108.02049349993467,None,l,1,0.9453809999395162,108.02049349993467,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,1,i,RT,0,3,0.6557685998032261,1,1,,,,,,,,,,,,,110.39997970010154,None,110.39997970010154,None,110.70381490001455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,109.52067649993114,109.52067649993114,109.52067649993114,None,109.52067649993114,None,i,1,0.8212266999762505,109.52067649993114,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,2,u,RT,0,4,0.039089677203804296,1,1,,,,,,,,,,,,,111.26234999997541,None,111.26234999997541,None,111.57078950013965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,110.91153650009073,110.91153650009073,110.91153650009073,None,110.91153650009073,None,u,1,0.32661719992756844,110.91153650009073,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,3,l,RT,0,5,0.6752530870166611,1,1,,,,,,,,,,,,,112.52279069996439,None,112.52279069996439,None,112.83737229998223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,111.7758627999574,111.7758627999574,111.7758627999574,None,111.7758627999574,None,l,1,0.7107267999090254,111.7758627999574,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,2,u,RT,0,6,0.03835908578322944,1,1,,,,,,,,,,,,,113.87789879995398,None,113.87789879995398,None,114.18713250011206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,113.03745010006242,113.03745010006242,113.03745010006242,None,113.03745010006242,None,u,1,0.8082403000444174,113.03745010006242,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,0,h,RT,0,7,0.31310924280906116,1,1,,,,,,,,,,,,,115.17814139998518,None,115.17814139998518,None,115.48722170013934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,114.38736809999682,114.38736809999682,114.38736809999682,None,114.38736809999682,None,h,1,0.7624240999575704,114.38736809999682,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,2,u,RT,0,8,0.4134591886824788,1,1,,,,,,,,,,,,,116.393934099935,None,116.393934099935,None,116.70657950011082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,115.68720589997247,115.68720589997247,115.68720589997247,None,115.68720589997247,None,u,1,0.6788782000076026,115.68720589997247,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,3,l,RT,0,9,0.6443249217271945,1,1,,,,,,,,,,,,,117.64734450005926,None,117.64734450005926,None,117.9539227001369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,116.92620490002446,116.92620490002446,116.92620490002446,None,116.92620490002446,None,l,1,0.6962979999370873,116.92620490002446,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,2,u,RT,0,10,0.8680122154644736,1,1,,,,,,,,,,,,,119.32869350002147,None,119.32869350002147,None,119.63733380008489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,118.15460050012916,118.15460050012916,118.15460050012916,None,118.15460050012916,None,u,1,1.147245799889788,118.15460050012916,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,1,i,RT,0,11,1.297904468183515,1,1,,,,,,,,,,,,,121.04530659993179,None,121.04530659993179,None,121.3546212001238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,119.83813500008546,119.83813500008546,119.83813500008546,None,119.83813500008546,None,i,1,1.1756631000898778,119.83813500008546,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,0,h,RT,0,12,0.9501909085500646,1,1,,,,,,,,,,,,,122.18178869993426,None,122.18178869993426,None,122.48767910012975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,121.56986519997008,121.56986519997008,121.56986519997008,None,121.56986519997008,None,h,1,0.5800156001932919,121.56986519997008,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,1,i,RT,0,13,0.2077441070237287,1,1,,,,,,,,,,,,,123.34342369996011,None,123.34342369996011,None,124.35410770005547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,122.68742800015025,122.68742800015025,122.68742800015025,None,122.68742800015025,None,u,0,0.6306217000819743,122.68742800015025,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,3,l,RT,0,14,1.238667966405357,1,1,,,,,,,,,,,,,125.51202700007707,None,125.51202700007707,None,125.82078760000877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,124.5540102000814,124.5540102000814,124.5540102000814,None,124.5540102000814,None,l,1,0.9322389999870211,124.5540102000814,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,0,h,RT,0,15,0.053142536487558845,1,1,,,,,,,,,,,,,126.70203669997863,None,126.70203669997863,None,127.00395240006037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,126.02312380005606,126.02312380005606,126.02312380005606,None,126.02312380005606,None,h,1,0.6318952001165599,126.02312380005606,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,2,u,RT,0,16,0.2612695387556563,1,1,,,,,,,,,,,,,128.48749670013785,None,128.48749670013785,None,129.48749720002525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,127.21212549996562,127.21212549996562,127.21212549996562,None,127.21212549996562,None,i,0,1.2426980000454932,127.21212549996562,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,3,l,RT,0,17,0.03108168370301656,1,1,,,,,,,,,,,,,130.43543680012226,None,130.43543680012226,None,130.73753500008024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,129.6928528000135,129.6928528000135,129.6928528000135,None,129.6928528000135,None,l,1,0.6971783998887986,129.6928528000135,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,1,i,RT,0,18,1.227420509549133,1,1,,,,,,,,,,,,,131.6708554001525,None,131.6708554001525,None,132.67088130000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,130.94331090012565,130.94331090012565,130.94331090012565,None,130.94331090012565,None,u,0,0.6865876999218017,130.94331090012565,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,2,u,RT,0,19,0.6183916788063863,1,1,,,,,,,,,,,,,133.81349760014564,None,133.81349760014564,None,134.1234738000203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,132.87167760008015,132.87167760008015,132.87167760008015,None,132.87167760008015,None,u,1,0.9020691001787782,132.87167760008015,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,1,i,RT,0,20,0.9071044042126957,1,1,,,,,,,,,,,,,134.75096770003438,None,134.75096770003438,None,135.0542552000843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,134.33748720004223,134.33748720004223,134.33748720004223,None,134.33748720004223,None,i,1,0.37255759979598224,134.33748720004223,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,0,h,RT,0,21,0.6159661539034369,1,1,,,,,,,,,,,,,135.86489790002815,None,135.86489790002815,None,136.17087050015107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,135.25416540005244,135.25416540005244,135.25416540005244,None,135.25416540005244,None,h,1,0.5682427999563515,135.25416540005244,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,0,h,RT,0,22,1.2082542338697058,1,1,,,,,,,,,,,,,137.29270140011795,None,137.29270140011795,None,137.6043032000307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,136.37095450004563,136.37095450004563,136.37095450004563,None,136.37095450004563,None,h,1,0.8833273001946509,136.37095450004563,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,3,l,RT,0,23,1.0215052446096187,1,1,,,,,,,,,,,,,138.5217711001169,None,138.5217711001169,None,138.82349160010926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,137.80429719993845,137.80429719993845,137.80429719993845,None,137.80429719993845,None,l,1,0.673544499790296,137.80429719993845,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,1,i,RT,0,24,0.2703140728637292,1,1,,,,,,,,,,,,,139.6600494000595,None,139.6600494000595,None,139.97060230001807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,139.03756329999305,139.03756329999305,139.03756329999305,None,139.03756329999305,None,i,1,0.5760878999717534,139.03756329999305,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,0,h,RT,0,25,0.9813676340180544,1,1,,,,,,,,,,,,,140.8337668001186,None,140.8337668001186,None,141.13762539997697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,140.1708854001481,140.1708854001481,140.1708854001481,None,140.1708854001481,None,h,1,0.611363599775359,140.1708854001481,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,3,l,RT,0,26,0.9785259010630925,1,1,,,,,,,,,,,,,142.17890419997275,None,142.17890419997275,None,142.487592499936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,141.34448680002242,141.34448680002242,141.34448680002242,None,141.34448680002242,None,l,1,0.8052693998906761,141.34448680002242,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,1,i,RT,0,27,0.16911731700258303,1,1,,,,,,,,,,,,,143.72903689998202,None,143.72903689998202,None,144.0386688001454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,142.69064339995384,142.69064339995384,142.69064339995384,None,142.69064339995384,None,i,1,1.0032643999438733,142.69064339995384,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,2,u,RT,0,28,0.9533759513355917,1,1,,,,,,,,,,,,,144.7964679999277,None,144.7964679999277,None,145.1042890001554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,144.23754859995097,144.23754859995097,144.23754859995097,None,144.23754859995097,None,u,1,0.5205085000488907,144.23754859995097,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,0,h,RT,0,29,0.3796479926393661,1,1,,,,,,,,,,,,,146.14433340006508,None,146.14433340006508,None,146.45546500012279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,145.30484679993242,145.30484679993242,145.30484679993242,None,145.30484679993242,None,h,1,0.8126761999446899,145.30484679993242,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,2,u,RT,0,30,1.226330682792358,1,1,,,,,,,,,,,,,148.4449710000772,None,148.4449710000772,None,148.7558568001259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,146.67075780010782,146.67075780010782,146.67075780010782,None,146.67075780010782,None,u,1,1.7352455998770893,146.67075780010782,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,3,l,RT,0,31,1.0204560229992503,1,1,,,,,,,,,,,,,149.5816931000445,None,149.5816931000445,None,149.88746559992433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,148.971049600048,148.971049600048,148.971049600048,None,148.971049600048,None,l,1,0.5787051001098007,148.971049600048,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
