Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Old_Bool.thisRepN,TR_Old_Bool.thisTrialN,TR_Old_Bool.thisN,TR_Old_Bool.thisIndex,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Stim_Type,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Text_Ctx2.started,Instr_CR_Text_Ctx2.stopped,Instr_CR_Press_Ctx2.keys,Instr_CR_Press_Ctx2.rt,Instr_CR_Press_Ctx2.started,Instr_CR_Press_Ctx2.stopped,Instr_RT_Text.started,Instr_RT_Text.stopped,Instr_RT_Press.keys,Instr_RT_Press.rt,Instr_RT_Press.started,Instr_RT_Press.stopped,Instr_TR_Old_text.started,Instr_TR_Old_text.stopped,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,Instr_TR_Old_Press.started,Instr_TR_Old_Press.stopped,TR_Circle_Frame.started,TR_Circle_Frame.stopped,TR_Circle.started,TR_Circle.stopped,TR_Ctx.started,TR_Ctx.stopped,TR_Stim_Image.started,TR_Stim_Image.stopped,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Press.started,TR_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,CR,0,6,1.8,1,1,,1,,,,,,,,,,,,80.89602739992552,None,80.89602739992552,None,81.21574299992062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,80.31277589988895,80.31277589988895,80.31277589988895,None,80.31277589988895,None,l,1,0.5138700001407415,80.31277589988895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,CR,0,7,1.8,1,1,,1,,,,,,,,,,,,81.8301116998773,None,81.8301116998773,None,82.15060579986311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,81.43155999993905,81.43155999993905,81.43155999993905,None,81.43155999993905,None,i,1,0.323219700017944,81.43155999993905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,RT,0,0,1.8,1,1,,1,,,,,,,,,,,,88.02412449987605,None,88.02412449987605,None,89.03598569985479,None,,,,,,,83.68682499998249,None,h,1.5878865998238325,83.68682499998249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,85.30415509990416,85.30415509990416,85.30415509990416,None,85.30415509990416,None,u,0,2.6747450998518616,85.30415509990416,None,,,,,,,82.37033890001476,None,h,1.2890115999616683,82.37033890001476,None,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,RT,0,1,1.8,1,1,,1,,,,,,,,,,,,89.77001510001719,None,89.77001510001719,None,90.06928920000792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,89.2360451000277,89.2360451000277,89.2360451000277,None,89.2360451000277,None,i,1,0.49461470008827746,89.2360451000277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,RT,0,2,1.8,1,1,,1,,,,,,,,,,,,91.00056559988298,None,91.00056559988298,None,91.30258030002005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,90.26994809997268,90.26994809997268,90.26994809997268,None,90.26994809997268,None,l,1,0.701211899984628,90.26994809997268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,RT,0,3,1.8,1,1,,1,,,,,,,,,,,,92.17657190002501,None,92.17657190002501,None,92.48784259986132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,91.50342689990066,91.50342689990066,91.50342689990066,None,91.50342689990066,None,u,1,0.6350897999946028,91.50342689990066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,RT,0,4,1.8,1,1,,1,,,,,,,,,,,,93.23720570001751,None,93.23720570001751,None,93.5365742999129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,92.70250410004519,92.70250410004519,92.70250410004519,None,92.70250410004519,None,h,1,0.4925412000156939,92.70250410004519,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,RT,0,5,1.8,1,1,,1,,,,,,,,,,,,94.5748600999359,None,94.5748600999359,None,94.8859417999629,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,93.73596969991922,93.73596969991922,93.73596969991922,None,93.73596969991922,None,h,1,0.8106299999635667,93.73596969991922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,RT,0,6,1.8,1,1,,1,,,,,,,,,,,,96.0930363999214,None,96.0930363999214,None,96.40317179984413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,95.08598219999112,95.08598219999112,95.08598219999112,None,95.08598219999112,None,u,1,0.9805288999341428,95.08598219999112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,RT,0,7,1.8,1,1,,1,,,,,,,,,,,,97.30417250003666,None,97.30417250003666,None,97.61923049995676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,96.60269289999269,96.60269289999269,96.60269289999269,None,96.60269289999269,None,l,1,0.664397899992764,96.60269289999269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,RT,0,8,1.8,1,1,,1,,,,,,,,,,,,98.42713909992017,None,98.42713909992017,None,98.73852239991538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,97.82433569990098,97.82433569990098,97.82433569990098,None,97.82433569990098,None,h,1,0.5788199999369681,97.82433569990098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,RT,0,9,1.8,1,1,,1,,,,,,,,,,,,100.2084804000333,None,100.2084804000333,None,100.51915479986928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,98.95255789998919,98.95255789998919,98.95255789998919,None,98.95255789998919,None,i,1,1.2181516001001,98.95255789998919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,RT,0,0,1.8,2,1,,1,,,,,,,,,,,,103.43213450000621,None,103.43213450000621,None,104.43846730003133,None,,,,,,,100.72500229999423,None,h,1.6535231000743806,100.72500229999423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,102.40387949999422,102.40387949999422,102.40387949999422,None,102.40387949999422,None,h,0,0.9671857999637723,102.40387949999422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,RT,0,1,1.8,2,1,,1,,,,,,,,,,,,106.05994259985164,None,106.05994259985164,None,107.07145799999125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,104.65264629991725,104.65264629991725,104.65264629991725,None,104.65264629991725,None,u,0,1.3738717001397163,104.65264629991725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,RT,0,2,1.8,2,1,,1,,,,,,,,,,,,108.41828639991581,None,108.41828639991581,None,108.71926469984464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,107.28602609992959,107.28602609992959,107.28602609992959,None,107.28602609992959,None,h,1,1.1015715999528766,107.28602609992959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,RT,0,3,1.8,2,1,,1,,,,,,,,,,,,109.46040329989046,None,109.46040329989046,None,109.769565399969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,108.91960939997807,108.91960939997807,108.91960939997807,None,108.91960939997807,None,h,1,0.5152821000665426,108.91960939997807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,RT,0,4,1.8,2,1,,1,,,,,,,,,,,,110.75880769989453,None,110.75880769989453,None,111.7693892000243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,109.9696963999886,109.9696963999886,109.9696963999886,None,109.9696963999886,None,i,0,0.753362099872902,109.9696963999886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,RT,0,5,1.8,2,1,,1,,,,,,,,,,,,112.75895929988474,None,112.75895929988474,None,113.06966659985483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,111.96994089987129,111.96994089987129,111.96994089987129,None,111.96994089987129,None,i,1,0.7526577000971884,111.96994089987129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,RT,0,6,1.8,2,1,,1,,,,,,,,,,,,113.6979753000196,None,113.6979753000196,None,114.00293869990855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,113.27348389988765,113.27348389988765,113.27348389988765,None,113.27348389988765,None,u,1,0.3930420000106096,113.27348389988765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,RT,0,7,1.8,2,1,,1,,,,,,,,,,,,114.82454509986565,None,114.82454509986565,None,115.13634500000626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,114.20298930001445,114.20298930001445,114.20298930001445,None,114.20298930001445,None,l,1,0.5837817001156509,114.20298930001445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,RT,0,8,1.8,2,1,,1,,,,,,,,,,,,116.14336470002308,None,116.14336470002308,None,116.45296949986368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,115.33625050005503,115.33625050005503,115.33625050005503,None,115.33625050005503,None,i,1,0.7789916000328958,115.33625050005503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,RT,0,9,1.8,2,1,,1,,,,,,,,,,,,117.56296540005133,None,117.56296540005133,None,117.86982370004989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,116.65300539997406,116.65300539997406,116.65300539997406,None,116.65300539997406,None,u,1,0.8786887999158353,116.65300539997406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,TR,0,0,0.779924497871314,1,1,,1,,,,,,,,,,,,,,,,125.90525139984675,None,,,,,,,122.92193489987403,None,h,1.0006500999443233,122.92193489987403,None,0,0,,,,,,,,,,,,,,125.59481459995732,None,125.59481459995732,None,125.59481459995732,None,,,,,,,media/djnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,118.08076609997079,None,h,4.8186216999311,118.08076609997079,None,123.953594799852,123.953594799852,123.953594799852,None,123.953594799852,None,124.77216900000349,None,h,1,1.6169514001812786,123.953594799852,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,TR,0,1,0.3425372400902842,1,1,,1,,,,,,,,,,,,,,,,128.01979429996572,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,127.70893969992176,None,127.70893969992176,None,127.70893969992176,None,,,,,,,media/djnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.11969209997915,126.11969209997915,126.11969209997915,None,126.11969209997915,None,127.3554575999733,None,i,0,1.555284399772063,126.11969209997915,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,TR,0,2,0.5517427061135878,1,1,,1,,,,,,,,,,,,,,,,130.08743089996278,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,129.77337109996006,None,129.77337109996006,None,129.77337109996006,None,,,,,,,media/ddnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.22627469990402,128.22627469990402,128.22627469990402,None,128.22627469990402,None,129.26973359985277,None,l,0,1.5203017999883741,128.22627469990402,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,TR,0,3,0.13168248941091654,1,1,,1,,,,,,,,,,,,,,,,132.25319069996476,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,131.94110649987124,None,131.94110649987124,None,131.94110649987124,None,,,,,,,media/djnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.30308640003204,130.30308640003204,130.30308640003204,None,130.30308640003204,None,131.75314359995537,None,h,0,1.6121163999196142,130.30308640003204,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
